passage_id,neighbor_id,rank,similarity
p0428,p0127,5,0.736441
p0429,p0298,1,0.877928
p0429,p0286,2,0.864544
p0429,p0098,3,0.823444
p0429,p0219,4,0.820956
p0429,p0339,5,0.809997
p0430,p0413,1,0.788640
p0430,p0429,2,0.785351
p0430,p0315,3,0.777278
p0430,p0166,4,0.773459
p0430,p0095,5,0.769035
p0431,p0442,1,0.876504
p0431,p0374,2,0.856983
p0431,p0173,3,0.845128
p0431,p0178,4,0.832037
p0431,p0427,5,0.830717
p0432,p0127,1,0.805473
p0432,p0331,2,0.797644
p0432,p0298,3,0.796181
p0432,p0318,4,0.789734
p0432,p0196,5,0.787348
p0433,p0438,1,0.790399
p0433,p0332,2,0.789619
p0433,p0093,3,0.766282
p0433,p0304,4,0.762776
p0433,p0139,5,0.753763
p0434,p0121,1,0.836776
p0434,p0126,2,0.793957
p0434,p0882,3,0.786140
p0434,p0364,4,0.740412
p0434,p0192,5,0.730843
p0435,p0152,1,0.728976
p0435,p0138,2,0.723915
p0435,p0283,3,0.722527
p0435,p0296,4,0.712691
p0435,p0433,5,0.705868
p0436,p0413,1,0.843047
p0436,p0427,2,0.835251
p0436,p0141,3,0.833820
p0436,p0051,4,0.833385
p0436,p0960,5,0.830044
p0437,p0215,1,0.840443
p0437,p0059,2,0.831897
p0437,p0051,3,0.827858
p0437,p0960,4,0.827277
p0437,p0580,5,0.812898
p0438,p0113,1,0.858229
p0438,p0230,2,0.835171
p0438,p0374,3,0.833816
p0438,p0442,4,0.832892
p0438,p0422,5,0.831101
p0439,p0438,1,0.811577
p0439,p0182,2,0.779960
p0439,p0433,3,0.753650
p0439,p0316,4,0.743982
p0439,p0230,5,0.740993
p0440,p0169,1,0.921923
p0440,p0178,2,0.873435
p0440,p0160,3,0.869208
p0440,p0337,4,0.865488
p0440,p0191,5,0.852100
p0441,p0174,1,0.891588
p0441,p0178,2,0.837330
p0441,p0156,3,0.816520
p0441,p0150,4,0.814146
p0441,p0221,5,0.811117
p0442,p0431,1,0.876504
p0442,p0094,2,0.850031
p0442,p0438,3,0.832892
p0442,p0178,4,0.830879
p0442,p0374,5,0.828856
p0443,p0230,1,0.841034
p0443,p0444,2,0.830829
p0443,p0422,3,0.825755
p0443,p0064,4,0.815681
p0443,p0061,5,0.802355
p0444,p0175,1,0.913021
p0444,p0281,2,0.852626
p0444,p0295,3,0.846829
p0444,p0314,4,0.837336
p0444,p0152,5,0.831774
p0445,p0175,1,0.864380
p0445,p0273,2,0.743399
p0445,p0153,3,0.743015
p0445,p0278,4,0.735955
p0445,p0314,5,0.731226
p0446,p0438,1,0.800267
p0446,p0331,2,0.788695
p0446,p0436,3,0.785295
p0446,p0482,4,0.781420
p0446,p0127,5,0.778117
p0447,p0939,1,0.814020
p0447,p0141,2,0.795841
p0447,p0482,3,0.793525
p0447,p0487,4,0.768871
p0447,p0574,5,0.765957
p0448,p0013,1,0.867346
p0448,p0654,2,0.865867
p0448,p0470,3,0.862252
p0448,p0410,4,0.860921
p0448,p0477,5,0.859134
p0449,p0394,1,0.853340
p0449,p0580,2,0.840991
p0449,p0461,3,0.840744
p0449,p0401,4,0.840667
p0449,p0013,5,0.839498
p0450,p0015,1,0.787151
p0450,p0408,2,0.784061
p0450,p0665,3,0.762190
p0450,p0403,4,0.756990
p0450,p0414,5,0.752019
p0451,p0400,1,0.859058
p0451,p1397,2,0.856770
p0451,p1059,3,0.856348
p0451,p1399,4,0.854841
p0451,p1509,5,0.851912
p0452,p0411,1,0.841231
p0452,p0665,2,0.831953
p0452,p0470,3,0.830185
p0452,p0465,4,0.825309
p0452,p0412,5,0.824372
p0453,p0415,1,0.841544
p0453,p0461,2,0.831251
p0453,p0127,3,0.820261
p0453,p0457,4,0.808921
p0453,p0452,5,0.806933
p0454,p0019,1,0.734423
p0454,p0399,2,0.724373
p0454,p0414,3,0.714458
p0454,p1112,4,0.711323
p0454,p0970,5,0.710958
p0455,p0019,1,0.703998
p0455,p0457,2,0.676987
p0455,p0491,3,0.671196
p0455,p0485,4,0.667945
p0455,p0882,5,0.660394
p0456,p0044,1,0.678451
p0456,p0043,2,0.666277
p0456,p1624,3,0.642424
p0456,p0467,4,0.641487
p0456,p0865,5,0.636757
p0457,p0453,1,0.808921
p0457,p0461,2,0.775510
p0457,p0404,3,0.765702
p0457,p0127,4,0.765451
p0457,p0459,5,0.761159
p0458,p0996,1,0.780648
p0458,p0387,2,0.776059
p0458,p0241,3,0.765977
p0458,p0493,4,0.762287
p0458,p0305,5,0.755135
p0459,p0127,1,0.834400
p0459,p0453,2,0.794294
p0459,p0457,3,0.761159
p0459,p0178,4,0.740380
p0459,p0129,5,0.736514
p0460,p1123,1,0.844430
p0460,p0029,2,0.842966
p0460,p0006,3,0.840997
p0460,p1070,4,0.833795
p0460,p0013,5,0.833301
p0461,p0415,1,0.877194
p0461,p0394,2,0.848895
p0461,p0665,3,0.844500
p0461,p0449,4,0.840744
p0461,p0408,5,0.834040
p0462,p0691,1,0.815392
p0462,p0912,2,0.810169
p0462,p0468,3,0.805378
p0462,p0399,4,0.803241
p0462,p0476,5,0.801859
p0463,p0462,1,0.794896
p0463,p0468,2,0.781477
p0463,p0013,3,0.780747
p0463,p1236,4,0.767947
p0463,p1237,5,0.763252
p0464,p0019,1,0.748134
p0464,p0021,2,0.662644
p0464,p0096,3,0.652359
p0464,p0172,4,0.640809
p0464,p0455,5,0.638003
p0465,p0452,1,0.825309
p0465,p0404,2,0.795232
p0465,p1644,3,0.762528
p0465,p0401,4,0.761495
p0465,p1090,5,0.759697
p0466,p0461,1,0.818156
p0466,p0415,2,0.781628
p0466,p0449,3,0.777570
p0466,p0395,4,0.777566
p0466,p0412,5,0.774191
p0467,p0395,1,0.794992
p0467,p0043,2,0.790711
p0467,p0411,3,0.786318
p0467,p1486,4,0.786143
p0467,p0044,5,0.784681
p0468,p0476,1,0.839790
p0468,p0462,2,0.805378
p0468,p1000,3,0.800914
p0468,p0691,4,0.782762
p0468,p0463,5,0.781477
p0469,p1049,1,0.743082
p0469,p0028,2,0.703258
p0469,p0009,3,0.686724
p0469,p0023,4,0.644697
p0469,p0621,5,0.638555
p0470,p0412,1,0.865142
p0470,p0448,2,0.862252
p0470,p0013,3,0.854591
p0470,p0033,4,0.853356
p0470,p0411,5,0.848538
p0471,p0412,1,0.838445
p0471,p0033,2,0.824610
p0471,p0470,3,0.809955
p0471,p0005,4,0.798919
p0471,p0004,5,0.795031
p0472,p0414,1,0.867681
p0472,p0415,2,0.848165
p0472,p0073,3,0.845263
p0472,p0554,4,0.840614
p0472,p0487,5,0.837972
p0473,p1486,1,0.864929
p0473,p0476,2,0.824443
p0473,p0412,3,0.805034
p0473,p0490,4,0.803269
p0473,p0475,5,0.802386
p0474,p0473,1,0.770971
p0474,p0476,2,0.719250
p0474,p1486,3,0.716804
p0474,p0475,4,0.707929
p0474,p1471,5,0.697364
p0475,p0473,1,0.802386
p0475,p1486,2,0.770264
p0475,p0476,3,0.762879
p0475,p0468,4,0.757059
p0475,p0467,5,0.745159
p0476,p0468,1,0.839790
p0476,p0473,2,0.824443
p0476,p0019,3,0.802099
p0476,p0462,4,0.801859
p0476,p0453,5,0.795132
p0477,p0448,1,0.859134
p0477,p0515,2,0.832833
p0477,p0037,3,0.827654
p0477,p0013,4,0.826928
p0477,p0478,5,0.821219
p0478,p1486,1,0.840856
p0478,p0448,2,0.836749
p0478,p0477,3,0.821219
p0478,p1097,4,0.816140
p0478,p0037,5,0.808788
p0479,p0412,1,0.867020
p0479,p0408,2,0.846852
p0479,p0413,3,0.846166
p0479,p0402,4,0.844175
p0479,p0411,5,0.843513
p0480,p1111,1,0.731796
p0480,p0478,2,0.712173
p0480,p0650,3,0.708252
p0480,p1121,4,0.690480
p0480,p1119,5,0.690054
p0481,p0402,1,0.806739
p0481,p0395,2,0.795691
p0481,p0479,3,0.795383
p0481,p1104,4,0.786577
p0481,p0483,5,0.785094
p0482,p0408,1,0.835149
p0482,p0051,2,0.829798
p0482,p0141,3,0.827470
p0482,p0374,4,0.819615
p0482,p0491,5,0.810182
p0483,p0481,1,0.785094
p0483,p0127,2,0.753746
p0483,p0482,3,0.716501
p0483,p1104,4,0.714404
p0483,p1009,5,0.711185
p0484,p0089,1,0.836684
p0484,p0091,2,0.836296
p0484,p0488,3,0.762300
p0484,p0487,4,0.758577
p0484,p0179,5,0.753029
p0485,p0266,1,0.797107
p0485,p0082,2,0.774512
p0485,p0882,3,0.762890
p0485,p0276,4,0.753079
p0485,p0367,5,0.752290
p0486,p0488,1,0.764629
p0486,p0119,2,0.717255
p0486,p0178,3,0.716773
p0486,p0487,4,0.709553
p0486,p0110,5,0.705458
p0487,p0412,1,0.848023
p0487,p0490,2,0.845264
p0487,p0451,3,0.844412
p0487,p0472,4,0.837972
p0487,p0841,5,0.836673
p0488,p0487,1,0.816230
p0488,p0408,2,0.780017
p0488,p0482,3,0.774389
p0488,p0415,4,0.766077
p0488,p0486,5,0.764629
p0489,p0412,1,0.873584
p0489,p0490,2,0.849950
p0489,p0033,3,0.846352
p0489,p0013,4,0.843677
p0489,p0654,5,0.835845
p0490,p0412,1,0.859873
p0490,p0489,2,0.849950
p0490,p0487,3,0.845264
p0490,p0013,4,0.828977
p0490,p0470,5,0.817367
p0491,p0029,1,0.854465
p0491,p0030,2,0.842307
p0491,p0140,3,0.818230
p0491,p0051,4,0.815184
p0491,p0406,5,0.812325
p0492,p0127,1,0.765229
p0492,p0482,2,0.747910
p0492,p0178,3,0.740651
p0492,p0485,4,0.726002
p0492,p0094,5,0.721243
p0493,p0142,1,0.840626
p0493,p0389,2,0.838391
p0493,p0141,3,0.822363
p0493,p1040,4,0.805126
p0493,p0148,5,0.794771
p0494,p0443,1,0.645520
p0494,p0151,2,0.644320
p0494,p0060,3,0.632506
p0494,p0176,4,0.623787
p0494,p0301,5,0.611248
p0495,p0609,1,0.855223
p0495,p0558,2,0.854624
p0495,p0556,3,0.833570
p0495,p0626,4,0.831564
p0495,p0595,5,0.828573
p0496,p0497,1,0.883284
p0496,p0069,2,0.876931
p0496,p0151,3,0.852111
p0496,p0882,4,0.837702
p0496,p0053,5,0.831063
p0497,p0069,1,0.890958
p0497,p0165,2,0.888311
p0497,p0496,3,0.883284
p0497,p0070,4,0.866707
p0497,p0053,5,0.850532
p0498,p0513,1,0.791766
p0498,p1674,2,0.787317
p0498,p0537,3,0.769207
p0498,p1371,4,0.768182
p0498,p1421,5,0.760253
p0499,p0533,1,0.899764
p0499,p0502,2,0.880730
p0499,p0501,3,0.872980
p0499,p0500,4,0.870016
p0499,p1642,5,0.862204
p0500,p0515,1,0.890397
p0500,p0051,2,0.884979
p0500,p0536,3,0.879867
p0500,p0846,4,0.878470
p0500,p0848,5,0.877438
p0501,p0499,1,0.872980
p0501,p0502,2,0.865723
p0501,p0821,3,0.845428
p0501,p0500,4,0.844128
p0501,p0681,5,0.843491
p0502,p1293,1,0.887091
p0502,p0499,2,0.880730
p0502,p0711,3,0.877027
p0502,p0500,4,0.866644
p0502,p0501,5,0.865723
p0503,p0051,1,0.885194
p0503,p0888,2,0.883506
p0503,p1043,3,0.878737
p0503,p1509,4,0.878110
p0503,p1085,5,0.877794
p0504,p0760,1,0.934196
p0504,p0591,2,0.730143
p0504,p0260,3,0.712462
p0504,p0383,4,0.702501
p0504,p0252,5,0.702392
p0505,p0569,1,0.997897
p0505,p0594,2,0.982540
p0505,p0538,3,0.980172
p0505,p0658,4,0.940640
p0505,p0506,5,0.929083
p0506,p0509,1,0.988580
p0506,p0539,2,0.954168
p0506,p0594,3,0.952741
p0506,p0507,4,0.951923
p0506,p0510,5,0.951137
p0507,p0509,1,0.967045
p0507,p0506,2,0.951923
p0507,p0539,3,0.946149
p0507,p0510,4,0.941257
p0507,p0542,5,0.932953
p0508,p0668,1,0.997696
p0508,p0597,2,0.906575
p0508,p0527,3,0.905933
p0508,p0166,4,0.803572
p0508,p0413,5,0.801606
p0509,p0506,1,0.988580
p0509,p0507,2,0.967045
p0509,p0539,3,0.956139
p0509,p0510,4,0.956058
p0509,p0725,5,0.940085
p0510,p0509,1,0.956058
p0510,p0506,2,0.951137
p0510,p0507,3,0.941257
p0510,p0587,4,0.937934
p0510,p0656,5,0.936134
p0511,p0506,1,0.936405
p0511,p0509,2,0.930937
p0511,p0510,3,0.927176
p0511,p0524,4,0.924397
p0511,p0507,5,0.920625
p0512,p0571,1,0.953808
p0512,p0719,2,0.923386
p0512,p0721,3,0.912131
p0512,p0688,4,0.895827
p0512,p0573,5,0.889101
p0513,p0498,1,0.791766
p0513,p0777,2,0.729453
p0513,p0818,3,0.724238
p0513,p1674,4,0.721028
p0513,p0650,5,0.718678
p0514,p0774,1,0.770262
p0514,p1602,2,0.767851
p0514,p1714,3,0.757766
p0514,p0971,4,0.739761
p0514,p0141,5,0.738941
p0515,p1101,1,0.890525
p0515,p0500,2,0.890397
p0515,p0574,3,0.885786
p0515,p1092,4,0.883212
p0515,p0579,5,0.882119
p0516,p0518,1,0.894037
p0516,p0710,2,0.886501
p0516,p0515,3,0.873007
p0516,p0809,4,0.862429
p0516,p0714,5,0.859604
p0517,p1223,1,0.883338
p0517,p1673,2,0.868783
p0517,p0565,3,0.867502
p0517,p0769,4,0.865704
p0517,p1710,5,0.863251
p0518,p0516,1,0.894037
p0518,p0709,2,0.860373
p0518,p1308,3,0.856970
p0518,p0764,4,0.855459
p0518,p0553,5,0.852325
p0519,p1104,1,0.849845
p0519,p1369,2,0.849487
p0519,p0515,3,0.843441
p0519,p0518,4,0.839957
p0519,p0517,5,0.833196
p0520,p0765,1,0.844486
p0520,p0517,2,0.831763
p0520,p1097,3,0.827375
p0520,p0769,4,0.818897
p0520,p0869,5,0.817938
p0521,p0764,1,0.870237
p0521,p1656,2,0.851920
p0521,p1308,3,0.850130
p0521,p0500,4,0.843256
p0521,p1123,5,0.842260
p0522,p1626,1,0.782930
p0522,p1540,2,0.763531
p0522,p1187,3,0.756503
p0522,p0934,4,0.753749
p0522,p0955,5,0.750317
p0523,p0518,1,0.828045
p0523,p0516,2,0.824537
p0523,p0501,3,0.823603
p0523,p0051,4,0.818774
p0523,p0554,5,0.813963
p0524,p0658,1,0.939079
p0524,p0627,2,0.934043
p0524,p0511,3,0.924397
p0524,p0594,4,0.919818
p0524,p0545,5,0.909989
p0525,p0667,1,0.868510
p0525,p0640,2,0.862639
p0525,p0742,3,0.858329
p0525,p0611,4,0.857642
p0525,p0614,5,0.847865
p0526,p0702,1,0.799319
p0526,p0556,2,0.795677
p0526,p0717,3,0.787237
p0526,p0666,4,0.776847
p0526,p0725,5,0.758077
p0527,p0597,1,0.985305
p0527,p0508,2,0.905933
p0527,p0668,3,0.905512
p0527,p0166,4,0.820100
p0527,p0413,5,0.819562
p0528,p0530,1,0.992097
p0528,p0657,2,0.892120
p0528,p0588,3,0.878284
p0528,p0669,4,0.871941
p0528,p0529,5,0.869890
p0529,p0588,1,0.878038
p0529,p0723,2,0.871459
p0529,p0657,3,0.870199
p0529,p0528,4,0.869890
p0529,p0530,5,0.866810
p0530,p0528,1,0.992097
p0530,p0657,2,0.895771
p0530,p0669,3,0.890694
p0530,p0588,4,0.882100
p0530,p0739,5,0.878795
p0531,p0100,1,0.720041
p0531,p1418,2,0.717050
p0531,p0032,3,0.711768
p0531,p0727,4,0.707390
p0531,p0619,5,0.706186
p0532,p1369,1,0.874782
p0532,p0535,2,0.869600
p0532,p0554,3,0.869513
p0532,p0567,4,0.864181
p0532,p0565,5,0.863237
p0533,p0499,1,0.899764
p0533,p0535,2,0.893052
p0533,p0534,3,0.872844
p0533,p0776,4,0.869923
p0533,p0553,5,0.865624
p0534,p0535,1,0.931382
p0534,p0904,2,0.881354
p0534,p0565,3,0.879186
p0534,p1650,4,0.874604
p0534,p0533,5,0.872844
p0535,p0534,1,0.931382
p0535,p0533,2,0.893052
p0535,p1650,3,0.878931
p0535,p1221,4,0.877304
p0535,p0532,5,0.869600
p0536,p0888,1,0.895847
p0536,p1509,2,0.893351
p0536,p1085,3,0.893047
p0536,p0537,4,0.892418
p0536,p1043,5,0.892374
p0537,p1649,1,0.894610
p0537,p0536,2,0.892418
p0537,p1644,3,0.871765
p0537,p0500,4,0.849397
p0537,p0097,5,0.845843
p0538,p0505,1,0.980172
p0538,p0569,2,0.979132
p0538,p0594,3,0.966951
p0538,p0658,4,0.945208
p0538,p0506,5,0.941322
p0539,p0509,1,0.956139
p0539,p0506,2,0.954168
p0539,p0594,3,0.949749
p0539,p0507,4,0.946149
p0539,p0538,5,0.934813
p0540,p0573,1,0.971080
p0540,p0688,2,0.945676
p0540,p0570,3,0.929580
p0540,p0572,4,0.910257
p0540,p0689,5,0.898649
p0541,p0545,1,0.938269
p0541,p0506,2,0.922252
p0541,p0627,3,0.911272
p0541,p0509,4,0.907615
p0541,p0594,5,0.906709
p0542,p0507,1,0.932953
p0542,p0539,2,0.932431
p0542,p0509,3,0.921165
p0542,p0506,4,0.920055
p0542,p0510,5,0.899984
p0543,p0544,1,0.914776
p0543,p0540,2,0.897931
p0543,p0548,3,0.896177
p0543,p0549,4,0.881148
p0543,p0696,5,0.880494
p0544,p0543,1,0.914776
p0544,p0549,2,0.902146
p0544,p0661,3,0.896419
p0544,p0548,4,0.894265
p0544,p0573,5,0.876400
p0545,p0594,1,0.952395
p0545,p0506,2,0.950754
p0545,p0627,3,0.946967
p0545,p0541,4,0.938269
p0545,p0666,5,0.930867
p0546,p0629,1,0.889313
p0546,p0732,2,0.877191
p0546,p0670,3,0.869278
p0546,p0743,4,0.861586
p0546,p0734,5,0.842401
p0547,p0730,1,0.845358
p0547,p0743,2,0.841966
p0547,p0734,3,0.834687
p0547,p0661,4,0.817166
p0547,p0737,5,0.816558
p0548,p0661,1,0.940470
p0548,p0598,2,0.911548
p0548,p0549,3,0.909972
p0548,p0543,4,0.896177
p0548,p0544,5,0.894265
p0549,p0661,1,0.935803
p0549,p0548,2,0.909972
p0549,p0742,3,0.909111
p0549,p0598,4,0.909000
p0549,p0678,5,0.902848
p0550,p1035,1,0.852767
p0550,p1374,2,0.849301
p0550,p1223,3,0.848536
p0550,p1659,4,0.842833
p0550,p1657,5,0.841894
p0551,p1660,1,0.825194
p0551,p1042,2,0.817245
p0551,p1548,3,0.800624
p0551,p1504,4,0.798340
p0551,p0764,5,0.795959
p0552,p0767,1,0.780266
p0552,p0606,2,0.779649
p0552,p1099,3,0.773908
p0552,p1626,4,0.770839
p0552,p1184,5,0.770184
p0553,p1642,1,0.903318
p0553,p1163,2,0.892138
p0553,p1710,3,0.888014
p0553,p0554,4,0.875276
p0553,p0636,5,0.871564
p0554,p0663,1,0.896666
p0554,p0579,2,0.893601
p0554,p0766,3,0.887970
p0554,p0665,4,0.882081
p0554,p0077,5,0.881009
p0555,p0640,1,0.868321
p0555,p0674,2,0.845939
p0555,p0742,3,0.837587
p0555,p0738,4,0.836560
p0555,p0560,5,0.833540
p0556,p0609,1,0.881830
p0556,p0644,2,0.867280
p0556,p0559,3,0.865001
p0556,p0613,4,0.852901
p0556,p0595,5,0.851405
p0557,p0634,1,0.828084
p0557,p0759,2,0.825519
p0557,p0742,3,0.824123
p0557,p0674,4,0.820378
p0557,p0633,5,0.819796
p0558,p0643,1,0.932434
p0558,p0561,2,0.886801
p0558,p0564,3,0.880040
p0558,p0495,4,0.854624
p0558,p0609,5,0.850335
p0559,p0539,1,0.925043
p0559,p0658,2,0.918464
p0559,p0594,3,0.910229
p0559,p0627,4,0.906992
p0559,p0609,5,0.906209
p0560,p0674,1,0.865979
p0560,p0742,2,0.864382
p0560,p0738,3,0.862700
p0560,p0615,4,0.850139
p0560,p0752,5,0.849199
p0561,p0558,1,0.886801
p0561,p0643,2,0.858848
p0561,p0609,3,0.849382
p0561,p0676,4,0.847955
p0561,p0564,5,0.835393
p0562,p0641,1,0.980286
p0562,p0559,2,0.870220
p0562,p0564,3,0.854366
p0562,p0643,4,0.848590
p0562,p0539,5,0.841223
p0563,p0750,1,0.912247
p0563,p0698,2,0.903053
p0563,p0624,3,0.861113
p0563,p0702,4,0.767641
p0563,p0644,5,0.736774
p0564,p0643,1,0.966281
p0564,p0558,2,0.880040
p0564,p0562,3,0.854366
p0564,p0626,4,0.848675
p0564,p0561,5,0.835393
p0565,p1673,1,0.892519
p0565,p1229,2,0.890401
p0565,p1650,3,0.885289
p0565,p0534,4,0.879186
p0565,p0766,5,0.875569
p0566,p0764,1,0.836681
p0566,p1459,2,0.830316
p0566,p0904,3,0.829353
p0566,p0500,4,0.826349
p0566,p1306,5,0.824640
p0567,p0649,1,0.914953
p0567,p0764,2,0.872447
p0567,p0515,3,0.871903
p0567,p0663,4,0.871196
p0567,p1092,5,0.867708
p0568,p0536,1,0.790428
p0568,p0503,2,0.769472
p0568,p1566,3,0.768881
p0568,p1672,4,0.765467
p0568,p0515,5,0.763442
p0569,p0505,1,0.997897
p0569,p0594,2,0.981981
p0569,p0538,3,0.979132
p0569,p0658,4,0.941746
p0569,p0506,5,0.931914
p0570,p0540,1,0.929580
p0570,p0573,2,0.922584
p0570,p0688,3,0.895018
p0570,p0571,4,0.889431
p0570,p0512,5,0.887866
p0571,p0512,1,0.953808
p0571,p0719,2,0.908550
p0571,p0687,3,0.905724
p0571,p0721,4,0.899965
p0571,p0688,5,0.896252
p0572,p0540,1,0.910257
p0572,p0573,2,0.901318
p0572,p0731,3,0.897283
p0572,p0688,4,0.891231
p0572,p0669,5,0.874168
p0573,p0540,1,0.971080
p0573,p0570,2,0.922584
p0573,p0688,3,0.921097
p0573,p0572,4,0.901318
p0573,p0512,5,0.889101
p0574,p0515,1,0.885786
p0574,p0649,2,0.883491
p0574,p1012,3,0.881856
p0574,p0578,4,0.880678
p0574,p0554,5,0.875131
p0575,p1005,1,0.895158
p0575,p0714,2,0.868559
p0575,p0715,3,0.868470
p0575,p0577,4,0.863037
p0575,p0785,5,0.862170
p0576,p0715,1,0.914981
p0576,p0575,2,0.834247
p0576,p0710,3,0.819957
p0576,p0829,4,0.815510
p0576,p0823,5,0.814309
p0577,p0578,1,0.943113
p0577,p0515,2,0.878698
p0577,p0821,3,0.868437
p0577,p0575,4,0.863037
p0577,p0579,5,0.862454
p0578,p0577,1,0.943113
p0578,p0579,2,0.899955
p0578,p0821,3,0.886541
p0578,p0515,4,0.880940
p0578,p0574,5,0.880678
p0579,p0654,1,0.968207
p0579,p0578,2,0.899955
p0579,p0580,3,0.893714
p0579,p0554,4,0.893601
p0579,p0515,5,0.882119
p0580,p0654,1,0.895422
p0580,p0579,2,0.893714
p0580,p0051,3,0.882813
p0580,p0665,4,0.878998
p0580,p0729,5,0.873114
p0581,p1308,1,0.854234
p0581,p0073,2,0.833455
p0581,p0711,3,0.817484
p0581,p0059,4,0.812047
p0581,p0051,5,0.807322
p0582,p1696,1,0.853126
p0582,p1688,2,0.846765
p0582,p0960,3,0.842973
p0582,p0215,4,0.841233
p0582,p1691,5,0.836963
p0583,p0586,1,0.980312
p0583,p0589,2,0.970734
p0583,p0595,3,0.963736
p0583,p0741,4,0.894846
p0583,p0655,5,0.890394
p0584,p0587,1,0.932732
p0584,p0538,2,0.930742
p0584,p0656,3,0.928488
p0584,p0725,4,0.927205
p0584,p0506,5,0.924544
p0585,p0718,1,0.968281
p0585,p0588,2,0.947382
p0585,p0657,3,0.912766
p0585,p0661,4,0.880444
p0585,p0592,5,0.879877
p0586,p0583,1,0.980312
p0586,p0595,2,0.972886
p0586,p0589,3,0.951445
p0586,p0741,4,0.887401
p0586,p0655,5,0.876007
p0587,p0656,1,0.998118
p0587,p0722,2,0.975581
p0587,p0510,3,0.937934
p0587,p0584,4,0.932732
p0587,p0725,5,0.927433
p0588,p0657,1,0.974983
p0588,p0585,2,0.947382
p0588,p0723,3,0.925653
p0588,p0718,4,0.911872
p0588,p0661,5,0.887838
p0589,p0583,1,0.970734
p0589,p0595,2,0.951487
p0589,p0586,3,0.951445
p0589,p0741,4,0.907762
p0589,p0584,5,0.873776
p0590,p0685,1,0.920228
p0590,p0689,2,0.917409
p0590,p0721,3,0.916272
p0590,p0688,4,0.899182
p0590,p0716,5,0.896631
p0591,p0508,1,0.755718
p0591,p0668,2,0.749075
p0591,p0760,3,0.740111
p0591,p0504,4,0.730143
p0591,p0260,5,0.698784
p0592,p0684,1,0.894455
p0592,p0585,2,0.879877
p0592,p0588,3,0.867885
p0592,p0657,4,0.865043
p0592,p0669,5,0.860943
p0593,p0685,1,0.855058
p0593,p0684,2,0.853182
p0593,p0592,3,0.845457
p0593,p0588,4,0.842310
p0593,p0585,5,0.839344
p0594,p0505,1,0.982540
p0594,p0569,2,0.981981
p0594,p0538,3,0.966951
p0594,p0658,4,0.962423
p0594,p0506,5,0.952741
p0595,p0586,1,0.972886
p0595,p0583,2,0.963736
p0595,p0589,3,0.951487
p0595,p0741,4,0.903100
p0595,p0676,5,0.879839
p0596,p0613,1,0.998619
p0596,p0758,2,0.988339
p0596,p0660,3,0.988088
p0596,p0676,4,0.975427
p0596,p0656,5,0.907501
p0597,p0527,1,0.985305
p0597,p0508,2,0.906575
p0597,p0668,3,0.906199
p0597,p0166,4,0.820935
p0597,p0413,5,0.816586
p0598,p0661,1,0.948680
p0598,p0548,2,0.911548
p0598,p0549,3,0.909000
p0598,p0742,4,0.901599
p0598,p0678,5,0.896549
p0599,p0744,1,0.906862
p0599,p0678,2,0.783564
p0599,p0593,3,0.775571
p0599,p0661,4,0.773382
p0599,p0547,5,0.771033
p0600,p1542,1,0.869681
p0600,p0943,2,0.859649
p0600,p0410,3,0.859561
p0600,p0038,4,0.857875
p0600,p0767,5,0.849480
p0601,p1501,1,0.833512
p0601,p0532,2,0.821228
p0601,p1369,3,0.820715
p0601,p1648,4,0.818185
p0601,p1546,5,0.817836
p0602,p0030,1,0.775486
p0602,p1530,2,0.767830
p0602,p0769,3,0.761155
p0602,p1548,4,0.757895
p0602,p1542,5,0.757835
p0603,p0606,1,0.846391
p0603,p1040,2,0.821324
p0603,p0604,3,0.796115
p0603,p0493,4,0.777656
p0603,p1351,5,0.766941
p0604,p0603,1,0.796115
p0604,p0606,2,0.740205
p0604,p1592,3,0.709892
p0604,p1046,4,0.689976
p0604,p1040,5,0.677719
p0605,p0663,1,0.877076
p0605,p1035,2,0.875518
p0605,p0649,3,0.875268
p0605,p0926,4,0.874081
p0605,p0636,5,0.873551
p0606,p1542,1,0.853037
p0606,p0603,2,0.846391
p0606,p0607,3,0.823562
p0606,p1040,4,0.813787
p0606,p1042,5,0.799548
p0607,p1042,1,0.863247
p0607,p0606,2,0.823562
p0607,p1028,3,0.816158
p0607,p1659,4,0.808732
p0607,p0550,5,0.801364
p0608,p0748,1,0.794053
p0608,p0729,2,0.784683
p0608,p1656,3,0.773133
p0608,p0553,4,0.771507
p0608,p0846,5,0.770267
p0609,p0559,1,0.906209
p0609,p0659,2,0.888740
p0609,p0613,3,0.887853
p0609,p0676,4,0.886879
p0609,p0655,5,0.885889
p0610,p0628,1,0.836268
p0610,p0631,2,0.834469
p0610,p0688,3,0.832247
p0610,p0739,4,0.831021
p0610,p0630,5,0.831002
p0611,p0630,1,0.941538
p0611,p0742,2,0.899270
p0611,p0614,3,0.892776
p0611,p0673,4,0.887476
p0611,p0756,5,0.885191
p0612,p0634,1,0.933747
p0612,p0736,2,0.871855
p0612,p0755,3,0.847283
p0612,p0673,4,0.833091
p0612,p0632,5,0.830461
p0613,p0596,1,0.998619
p0613,p0758,2,0.988274
p0613,p0660,3,0.987873
p0613,p0676,4,0.976027
p0613,p0656,5,0.905231
p0614,p0742,1,0.942180
p0614,p0759,2,0.922509
p0614,p0678,3,0.910086
p0614,p0677,4,0.906534
p0614,p0667,5,0.904568
p0615,p0616,1,0.907070
