passage_id,neighbor_id,rank,similarity
p0886,p1042,3,0.753634
p0886,p0885,4,0.753377
p0886,p1555,5,0.750638
p0887,p0886,1,0.795836
p0887,p1418,2,0.782064
p0887,p0945,3,0.770599
p0887,p1078,4,0.767311
p0887,p1042,5,0.758002
p0888,p1230,1,0.997957
p0888,p1043,2,0.997908
p0888,p0961,3,0.996673
p0888,p1509,4,0.996353
p0888,p1085,5,0.995936
p0889,p1044,1,0.997045
p0889,p1398,2,0.977031
p0889,p0960,3,0.913148
p0889,p0095,4,0.826024
p0889,p0051,5,0.823573
p0890,p1649,1,0.853068
p0890,p1674,2,0.835935
p0890,p1691,3,0.829977
p0890,p1688,4,0.829103
p0890,p1696,5,0.815175
p0891,p1308,1,0.791672
p0891,p1236,2,0.779154
p0891,p0818,3,0.775296
p0891,p0994,4,0.764635
p0891,p1048,5,0.759501
p0892,p0899,1,0.873717
p0892,p0898,2,0.816136
p0892,p0895,3,0.803366
p0892,p0900,4,0.798416
p0892,p1226,5,0.782785
p0893,p1320,1,0.931634
p0893,p1325,2,0.916251
p0893,p0898,3,0.903029
p0893,p1309,4,0.891521
p0893,p1678,5,0.889593
p0894,p0895,1,0.900040
p0894,p0903,2,0.892692
p0894,p0904,3,0.876168
p0894,p1684,4,0.872831
p0894,p0910,5,0.867402
p0895,p0903,1,0.902342
p0895,p0894,2,0.900040
p0895,p0902,3,0.886332
p0895,p0899,4,0.885645
p0895,p0901,5,0.879082
p0896,p0967,1,0.892598
p0896,p0966,2,0.875775
p0896,p1320,3,0.868678
p0896,p0895,4,0.867451
p0896,p1329,5,0.864233
p0897,p1288,1,0.858107
p0897,p0894,2,0.829276
p0897,p1650,3,0.828991
p0897,p0534,4,0.825557
p0897,p0535,5,0.822477
p0898,p0893,1,0.903029
p0898,p1326,2,0.883205
p0898,p0895,3,0.878402
p0898,p1461,4,0.874588
p0898,p0900,5,0.870876
p0899,p0901,1,0.886809
p0899,p0895,2,0.885645
p0899,p0903,3,0.883701
p0899,p0892,4,0.873717
p0899,p0909,5,0.873482
p0900,p0902,1,0.900286
p0900,p0898,2,0.870876
p0900,p0895,3,0.869745
p0900,p1687,4,0.864069
p0900,p1326,5,0.856312
p0901,p0899,1,0.886809
p0901,p0895,2,0.879082
p0901,p1687,3,0.854815
p0901,p0894,4,0.843724
p0901,p0900,5,0.838542
p0902,p0900,1,0.900286
p0902,p0895,2,0.886332
p0902,p1687,3,0.852629
p0902,p0903,4,0.852208
p0902,p1326,5,0.851230
p0903,p0895,1,0.902342
p0903,p0894,2,0.892692
p0903,p0899,3,0.883701
p0903,p0909,4,0.869459
p0903,p1326,5,0.858976
p0904,p0534,1,0.881354
p0904,p0894,2,0.876168
p0904,p1234,3,0.870924
p0904,p1459,4,0.868787
p0904,p0898,5,0.867661
p0905,p0895,1,0.871771
p0905,p0899,2,0.861316
p0905,p0907,3,0.852685
p0905,p0534,4,0.851053
p0905,p0903,5,0.849306
p0906,p1650,1,0.866305
p0906,p1394,2,0.846359
p0906,p0903,3,0.844280
p0906,p1684,4,0.826591
p0906,p1673,5,0.825837
p0907,p0534,1,0.865141
p0907,p0905,2,0.852685
p0907,p0565,3,0.851213
p0907,p0896,4,0.840749
p0907,p1685,5,0.836243
p0908,p0903,1,0.756023
p0908,p0805,2,0.750794
p0908,p1684,3,0.742025
p0908,p0909,4,0.735526
p0908,p0906,5,0.730060
p0909,p0899,1,0.873482
p0909,p0903,2,0.869459
p0909,p0895,3,0.867941
p0909,p1686,4,0.850980
p0909,p0905,5,0.849175
p0910,p1687,1,0.885296
p0910,p1686,2,0.870583
p0910,p0894,3,0.867402
p0910,p0899,4,0.856687
p0910,p0902,5,0.845327
p0911,p1035,1,0.834730
p0911,p1074,2,0.830580
p0911,p1657,3,0.830546
p0911,p1530,4,0.829670
p0911,p0926,5,0.824228
p0912,p1178,1,0.858906
p0912,p1344,2,0.853527
p0912,p0691,3,0.852125
p0912,p0763,4,0.850387
p0912,p0636,5,0.835618
p0913,p0912,1,0.818026
p0913,p1374,2,0.793627
p0913,p1542,3,0.791957
p0913,p1344,4,0.788626
p0913,p0409,5,0.788359
p0914,p0915,1,0.726726
p0914,p1349,2,0.692042
p0914,p0007,3,0.656054
p0914,p0209,4,0.653521
p0914,p1555,5,0.653221
p0915,p1166,1,0.780229
p0915,p1622,2,0.767640
p0915,p0951,3,0.762959
p0915,p0767,4,0.762346
p0915,p1542,5,0.753544
p0916,p1368,1,0.789742
p0916,p0693,2,0.788526
p0916,p1395,3,0.765656
p0916,p1335,4,0.764621
p0916,p1177,5,0.751689
p0917,p1173,1,0.825479
p0917,p1508,2,0.812219
p0917,p0918,3,0.804242
p0917,p1049,4,0.798744
p0917,p0618,5,0.793684
p0918,p1190,1,0.853550
p0918,p1173,2,0.827994
p0918,p1528,3,0.827102
p0918,p1630,4,0.815774
p0918,p1129,5,0.814811
p0919,p0926,1,0.844682
p0919,p0618,2,0.836271
p0919,p0638,3,0.832566
p0919,p0925,4,0.829289
p0919,p0922,5,0.826500
p0920,p1223,1,0.841555
p0920,p1268,2,0.819537
p0920,p0961,3,0.814402
p0920,p1672,4,0.811756
p0920,p1399,5,0.810696
p0921,p1369,1,0.884242
p0921,p0691,2,0.863574
p0921,p1247,3,0.860623
p0921,p0943,4,0.856992
p0921,p0554,5,0.850437
p0922,p1205,1,0.875544
p0922,p1092,2,0.872158
p0922,p1634,3,0.867856
p0922,p0663,4,0.853655
p0922,p1143,5,0.852035
p0923,p0939,1,0.847833
p0923,p1256,2,0.840460
p0923,p0748,3,0.839877
p0923,p1205,4,0.837675
p0923,p1130,5,0.831171
p0924,p1659,1,0.814743
p0924,p0948,2,0.795661
p0924,p1582,3,0.786096
p0924,p1031,4,0.783208
p0924,p1035,5,0.781841
p0925,p0638,1,0.860045
p0925,p1205,2,0.846486
p0925,p0926,3,0.845793
p0925,p1254,4,0.843510
p0925,p1071,5,0.839423
p0926,p0605,1,0.874081
p0926,p1546,2,0.871276
p0926,p0728,3,0.867033
p0926,p0638,4,0.863535
p0926,p0663,5,0.860040
p0927,p1517,1,0.827672
p0927,p1559,2,0.808006
p0927,p1634,3,0.800985
p0927,p1042,4,0.799299
p0927,p1647,5,0.791674
p0928,p1533,1,0.954389
p0928,p1526,2,0.812716
p0928,p1556,3,0.799213
p0928,p1024,4,0.795313
p0928,p1531,5,0.781270
p0929,p0765,1,0.838276
p0929,p0930,2,0.833855
p0929,p1718,3,0.829236
p0929,p1717,4,0.828610
p0929,p0766,5,0.821500
p0930,p0765,1,0.854104
p0930,p1673,2,0.849329
p0930,p1338,3,0.849134
p0930,p1696,4,0.842199
p0930,p0929,5,0.833855
p0931,p0809,1,0.771061
p0931,p0574,2,0.770188
p0931,p1612,3,0.762886
p0931,p0481,4,0.758694
p0931,p0649,5,0.756897
p0932,p1216,1,0.826370
p0932,p0637,2,0.824848
p0932,p1622,3,0.819818
p0932,p1437,4,0.806670
p0932,p1659,5,0.805170
p0933,p1193,1,0.782432
p0933,p1601,2,0.723709
p0933,p1514,3,0.694404
p0933,p1275,4,0.692285
p0933,p1534,5,0.682159
p0934,p1028,1,0.783225
p0934,p1501,2,0.779847
p0934,p1515,3,0.774939
p0934,p1540,4,0.773535
p0934,p1546,5,0.770272
p0935,p1578,1,0.775563
p0935,p1210,2,0.770588
p0935,p1165,3,0.742526
p0935,p1198,4,0.728119
p0935,p1145,5,0.725916
p0936,p1219,1,0.742087
p0936,p1583,2,0.739997
p0936,p1659,3,0.736961
p0936,p1098,4,0.735818
p0936,p1178,5,0.730850
p0937,p0989,1,0.689674
p0937,p0956,2,0.660385
p0937,p1147,3,0.642501
p0937,p1660,4,0.639181
p0937,p1057,5,0.636980
p0938,p1028,1,0.835131
p0938,p0948,2,0.830244
p0938,p0919,3,0.826083
p0938,p0955,4,0.823485
p0938,p1063,5,0.821417
p0939,p0923,1,0.847833
p0939,p0951,2,0.830032
p0939,p0447,3,0.814020
p0939,p0926,4,0.813843
p0939,p1028,5,0.801774
p0940,p1181,1,0.684376
p0940,p0941,2,0.664520
p0940,p1207,3,0.660163
p0940,p1182,4,0.659636
p0940,p0745,5,0.615439
p0941,p1207,1,0.768152
p0941,p1517,2,0.746421
p0941,p1026,3,0.725326
p0941,p0927,4,0.723832
p0941,p1559,5,0.710235
p0942,p0057,1,0.776678
p0942,p1062,2,0.766265
p0942,p1668,3,0.761447
p0942,p0038,4,0.756774
p0942,p1042,5,0.752380
p0943,p1656,1,0.881034
p0943,p1710,2,0.868044
p0943,p1369,3,0.863961
p0943,p0600,4,0.859649
p0943,p1178,5,0.857723
p0944,p1166,1,0.868885
p0944,p1145,2,0.854118
p0944,p1063,3,0.839656
p0944,p1501,4,0.837415
p0944,p0949,5,0.836291
p0945,p0949,1,0.844457
p0945,p0926,2,0.835700
p0945,p0948,3,0.831592
p0945,p0638,4,0.827855
p0945,p1555,5,0.825968
p0946,p1167,1,0.837311
p0946,p1078,2,0.827687
p0946,p1280,3,0.813556
p0946,p1051,4,0.809098
p0946,p1131,5,0.808703
p0947,p0926,1,0.743389
p0947,p0945,2,0.730521
p0947,p1240,3,0.729197
p0947,p0938,4,0.725278
p0947,p1257,5,0.713873
p0948,p0949,1,0.873242
p0948,p1035,2,0.871256
p0948,p1555,3,0.862360
p0948,p1063,4,0.853927
p0948,p1273,5,0.848275
p0949,p0948,1,0.873242
p0949,p1205,2,0.857096
p0949,p1501,3,0.847331
p0949,p0926,4,0.845130
p0949,p0945,5,0.844457
p0950,p1035,1,0.816982
p0950,p0550,2,0.800546
p0950,p1657,3,0.800089
p0950,p1656,4,0.798612
p0950,p1092,5,0.797506
p0951,p0141,1,0.830168
p0951,p0939,2,0.830032
p0951,p1574,3,0.802587
p0951,p0767,4,0.800704
p0951,p1124,5,0.796150
p0952,p1284,1,0.832362
p0952,p0745,2,0.727361
p0952,p1597,3,0.722518
p0952,p1198,4,0.721114
p0952,p1282,5,0.717593
p0953,p0954,1,0.697276
p0953,p1547,2,0.652795
p0953,p1034,3,0.633237
p0953,p1057,4,0.618433
p0953,p1040,5,0.614737
p0954,p0934,1,0.737542
p0954,p0915,2,0.730661
p0954,p1667,3,0.723051
p0954,p0493,4,0.720133
p0954,p1224,5,0.718606
p0955,p1063,1,0.875206
p0955,p1280,2,0.838270
p0955,p0943,3,0.836885
p0955,p1028,4,0.836620
p0955,p1622,5,0.835308
p0956,p0989,1,0.711274
p0956,p0745,2,0.707312
p0956,p1082,3,0.702219
p0956,p0941,4,0.691118
p0956,p1415,5,0.690629
p0957,p0943,1,0.832019
p0957,p1060,2,0.815977
p0957,p1061,3,0.813024
p0957,p0621,4,0.809046
p0957,p1508,5,0.805870
p0958,p0949,1,0.838301
p0958,p1031,2,0.837006
p0958,p0637,3,0.836613
p0958,p1508,4,0.827274
p0958,p1501,5,0.823593
p0959,p0961,1,0.871794
p0959,p1397,2,0.864215
p0959,p1043,3,0.863488
p0959,p1399,4,0.863158
p0959,p1059,5,0.863025
p0960,p1397,1,0.955442
p0960,p1509,2,0.948172
p0960,p1399,3,0.947008
p0960,p1043,4,0.945928
p0960,p1230,5,0.945526
p0961,p1043,1,0.997892
p0961,p1230,2,0.997884
p0961,p1509,3,0.996825
p0961,p1399,4,0.996753
p0961,p0888,5,0.996673
p0962,p0963,1,0.995768
p0962,p0063,2,0.822849
p0962,p0156,3,0.808763
p0962,p0511,4,0.795769
p0962,p0384,5,0.787385
p0963,p0962,1,0.995768
p0963,p0156,2,0.815514
p0963,p0063,3,0.814017
p0963,p0149,4,0.788976
p0963,p0384,5,0.786076
p0964,p1595,1,0.844416
p0964,p0981,2,0.834192
p0964,p1670,3,0.812514
p0964,p0972,4,0.807078
p0964,p1023,5,0.803628
p0965,p0966,1,0.840086
p0965,p0980,2,0.834022
p0965,p0970,3,0.829811
p0965,p1596,4,0.789116
p0965,p1549,5,0.786427
p0966,p0896,1,0.875775
p0966,p1683,2,0.849563
p0966,p1679,3,0.843553
p0966,p0965,4,0.840086
p0966,p1561,5,0.839069
p0967,p1329,1,0.915123
p0967,p1679,2,0.902155
p0967,p0831,3,0.899427
p0967,p0896,4,0.892598
p0967,p1464,5,0.888988
p0968,p0045,1,0.830965
p0968,p1110,2,0.821933
p0968,p1548,3,0.795910
p0968,p0650,4,0.795088
p0968,p1105,5,0.791152
p0969,p0073,1,0.842772
p0969,p1457,2,0.833427
p0969,p0804,3,0.831909
p0969,p0827,4,0.827639
p0969,p0828,5,0.825307
p0970,p0965,1,0.829811
p0970,p0972,2,0.825779
p0970,p1549,3,0.819407
p0970,p1602,4,0.805071
p0970,p1596,5,0.803199
p0971,p1017,1,0.821345
p0971,p0774,2,0.811226
p0971,p0978,3,0.810363
p0971,p0809,4,0.800411
p0971,p1611,5,0.794835
p0972,p0970,1,0.825779
p0972,p0964,2,0.807078
p0972,p1502,3,0.785087
p0972,p1117,4,0.777175
p0972,p0728,5,0.777158
p0973,p0980,1,0.757837
p0973,p0965,2,0.752449
p0973,p0988,3,0.746044
p0973,p1596,4,0.721976
p0973,p0966,5,0.706617
p0974,p1464,1,0.727341
p0974,p0971,2,0.716065
p0974,p0966,3,0.715956
p0974,p1410,4,0.714418
p0974,p1301,5,0.698233
p0975,p0988,1,0.794259
p0975,p1577,2,0.791747
p0975,p1595,3,0.787198
p0975,p1023,4,0.785952
p0975,p1596,5,0.781154
p0976,p0979,1,0.812191
p0976,p1503,2,0.737538
p0976,p0638,3,0.720679
p0976,p0935,4,0.717645
p0976,p0932,5,0.717095
p0977,p0978,1,0.804859
p0977,p1040,2,0.798256
p0977,p1421,3,0.789540
p0977,p1437,4,0.768413
p0977,p0971,5,0.761046
p0978,p0774,1,0.832886
p0978,p1421,2,0.818998
p0978,p1504,3,0.814780
p0978,p0971,4,0.810363
p0978,p0767,5,0.806945
p0979,p0976,1,0.812191
p0979,p0964,2,0.779251
p0979,p1503,3,0.766764
p0979,p1585,4,0.758817
p0979,p1502,5,0.755015
p0980,p0965,1,0.834022
p0980,p0966,2,0.795150
p0980,p0970,3,0.784845
p0980,p1563,4,0.775527
p0980,p1683,5,0.773266
p0981,p0728,1,0.843620
p0981,p1502,2,0.839839
p0981,p1546,3,0.834421
p0981,p0964,4,0.834192
p0981,p1023,5,0.821862
p0982,p1596,1,0.822179
p0982,p0800,2,0.791919
p0982,p1117,3,0.789796
p0982,p1595,4,0.773431
p0982,p0970,5,0.768353
p0983,p1323,1,0.999709
p0983,p1302,2,0.825360
p0983,p0532,3,0.796447
p0983,p1313,4,0.789792
p0983,p0566,5,0.784519
p0984,p1294,1,0.811656
p0984,p1311,2,0.811481
p0984,p0967,3,0.811037
p0984,p0896,4,0.807068
p0984,p1329,5,0.797385
p0985,p1223,1,0.822200
p0985,p1571,2,0.819570
p0985,p1008,3,0.815980
p0985,p1675,4,0.815306
p0985,p1387,5,0.808648
p0986,p0728,1,0.852401
p0986,p0663,2,0.850884
p0986,p0767,3,0.838046
p0986,p1092,4,0.835016
p0986,p0764,5,0.834522
p0987,p1329,1,0.811201
p0987,p0680,2,0.806137
p0987,p0896,3,0.797666
p0987,p1023,4,0.794824
p0987,p1232,5,0.783602
p0988,p0975,1,0.794259
p0988,p0972,2,0.772657
p0988,p0965,3,0.749440
p0988,p0973,4,0.746044
p0988,p1596,5,0.738436
p0989,p1017,1,0.774718
p0989,p0651,2,0.772062
p0989,p1527,3,0.765208
p0989,p1559,4,0.753031
p0989,p0650,5,0.744474
p0990,p1714,1,0.856547
p0990,p1110,2,0.853100
p0990,p1105,3,0.832686
p0990,p0765,4,0.827411
p0990,p0141,5,0.820963
p0991,p1009,1,0.795769
p0991,p0971,2,0.772388
p0991,p1014,3,0.767587
p0991,p0774,4,0.764289
p0991,p1110,5,0.763155
p0992,p0995,1,0.896829
p0992,p1693,2,0.876364
p0992,p1003,3,0.873562
p0992,p1690,4,0.871980
p0992,p1695,5,0.871815
p0993,p0996,1,0.818623
p0993,p0930,2,0.801050
p0993,p0236,3,0.797365
p0993,p1537,4,0.791901
p0993,p1576,5,0.789503
p0994,p0996,1,0.795471
p0994,p1236,2,0.765425
p0994,p0891,3,0.764635
p0994,p1722,4,0.762720
p0994,p1238,5,0.759051
p0995,p0992,1,0.896829
p0995,p1710,2,0.887279
p0995,p1001,3,0.875372
p0995,p1059,4,0.860541
p0995,p0848,5,0.859140
p0996,p1576,1,0.852005
p0996,p0998,2,0.842586
p0996,p1238,3,0.840763
p0996,p0236,4,0.828988
p0996,p1004,5,0.828753
p0997,p1414,1,0.820512
p0997,p0943,2,0.817982
p0997,p1656,3,0.810418
p0997,p1640,4,0.809937
p0997,p1622,5,0.809125
p0998,p0845,1,0.864970
p0998,p0843,2,0.863761
p0998,p1000,3,0.858828
p0998,p0853,4,0.854986
p0998,p0992,5,0.854584
p0999,p0836,1,0.765570
p0999,p0862,2,0.745375
p0999,p0865,3,0.745033
p0999,p0996,4,0.744128
p0999,p0998,5,0.737844
p1000,p0853,1,0.859305
p1000,p0998,2,0.858828
p1000,p1399,3,0.855369
p1000,p1696,4,0.854425
p1000,p1644,5,0.854168
p1001,p0729,1,0.875936
p1001,p0995,2,0.875372
p1001,p0841,3,0.872775
p1001,p0867,4,0.860221
p1001,p1031,5,0.858578
p1002,p0867,1,0.840926
p1002,p0868,2,0.839878
p1002,p0992,3,0.828867
p1002,p0996,4,0.826172
p1002,p1696,5,0.825356
p1003,p1690,1,0.876422
p1003,p1693,2,0.873827
p1003,p0992,3,0.873562
p1003,p1695,4,0.869996
p1003,p1718,5,0.862612
p1004,p0996,1,0.828753
p1004,p1576,2,0.796197
p1004,p1000,3,0.771584
p1004,p1704,4,0.768401
p1004,p1002,5,0.767346
p1005,p0575,1,0.895158
p1005,p1008,2,0.872981
p1005,p0785,3,0.859377
p1005,p0827,4,0.851093
p1005,p1232,5,0.848448
p1006,p0784,1,0.771743
p1006,p0829,2,0.743873
p1006,p0785,3,0.743175
p1006,p1096,4,0.742629
p1006,p0576,5,0.738961
p1007,p1008,1,0.839376
p1007,p1005,2,0.834362
p1007,p1679,3,0.826611
p1007,p1407,4,0.804306
p1007,p1544,5,0.792148
p1008,p1005,1,0.872981
p1008,p1223,2,0.843579
p1008,p1007,3,0.839376
p1008,p1092,4,0.831584
p1008,p1013,5,0.829826
p1009,p0800,1,0.802879
p1009,p0991,2,0.795769
p1009,p0971,3,0.763640
p1009,p1574,4,0.752551
p1009,p1108,5,0.750966
p1010,p0785,1,0.806864
p1010,p0809,2,0.798723
p1010,p1096,3,0.794425
p1010,p0784,4,0.794372
p1010,p1016,5,0.781021
p1011,p0806,1,0.744220
p1011,p1096,2,0.740326
p1011,p1010,3,0.734015
p1011,p0784,4,0.731408
p1011,p0979,5,0.726366
p1012,p0574,1,0.881856
p1012,p0515,2,0.879298
p1012,p0766,3,0.867069
p1012,p1229,4,0.860406
p1012,p1023,5,0.855693
p1013,p1111,1,0.849770
p1013,p1092,2,0.845663
p1013,p1501,3,0.845097
p1013,p1586,4,0.843512
p1013,p1109,5,0.833031
p1014,p1501,1,0.819820
p1014,p1024,2,0.807257
p1014,p0664,3,0.801267
p1014,p1387,4,0.784872
p1014,p1001,5,0.782800
p1015,p0784,1,0.802181
p1015,p0944,2,0.789932
p1015,p1438,3,0.787658
p1015,p0576,4,0.785700
p1015,p1096,5,0.772939
p1016,p0830,1,0.923699
p1016,p0823,2,0.904974
p1016,p0827,3,0.896300
p1016,p0780,4,0.885687
p1016,p0829,5,0.880902
p1017,p0971,1,0.821345
p1017,p0978,2,0.785392
p1017,p1037,3,0.778246
p1017,p1014,4,0.775367
p1017,p0989,5,0.774718
p1018,p0575,1,0.828725
p1018,p0827,2,0.827187
p1018,p1016,3,0.823202
p1018,p0785,4,0.813923
p1018,p0809,5,0.810052
p1019,p1021,1,0.863529
p1019,p1016,2,0.835471
p1019,p0830,3,0.804299
p1019,p0829,4,0.793289
p1019,p0823,5,0.779584
p1020,p0814,1,0.736473
p1020,p1317,2,0.723018
p1020,p1296,3,0.717786
p1020,p0127,4,0.700172
p1020,p0779,5,0.685754
p1021,p0829,1,0.874522
p1021,p1016,2,0.869609
p1021,p0830,3,0.863663
p1021,p1019,4,0.863529
p1021,p0834,5,0.818418
p1022,p0825,1,0.844698
p1022,p1299,2,0.810317
p1022,p0834,3,0.808028
p1022,p1298,4,0.807424
p1022,p0823,5,0.804899
p1023,p1012,1,0.855693
p1023,p0728,2,0.833165
p1023,p1595,3,0.830570
p1023,p1232,4,0.829296
p1023,p0823,5,0.823717
p1024,p1014,1,0.807257
p1024,p0726,2,0.795801
p1024,p0928,3,0.795313
p1024,p1531,4,0.783656
p1024,p1516,5,0.772715
p1025,p1030,1,0.635456
p1025,p0132,2,0.587851
p1025,p1275,3,0.572582
p1025,p1599,4,0.565569
p1025,p1252,5,0.562868
p1026,p1042,1,0.830352
p1026,p1548,2,0.818623
p1026,p1638,3,0.797146
p1026,p1504,4,0.787371
p1026,p0767,5,0.783365
p1027,p1556,1,0.805984
p1027,p1601,2,0.777172
p1027,p1589,3,0.771534
p1027,p1414,4,0.755639
p1027,p1526,5,0.753947
p1028,p1555,1,0.864101
p1028,p0008,2,0.856759
p1028,p1042,3,0.854414
p1028,p0926,4,0.852769
p1028,p1622,5,0.846710
p1029,p1579,1,0.701777
p1029,p1549,2,0.689912
p1029,p1519,3,0.681816
p1029,p1038,4,0.675571
p1029,p0934,5,0.672727
p1030,p1556,1,0.795712
p1030,p1526,2,0.768317
p1030,p1024,3,0.760980
p1030,p0928,4,0.750709
p1030,p1589,5,0.746027
p1031,p1001,1,0.858578
p1031,p0958,2,0.837006
p1031,p0921,3,0.835725
p1031,p1063,4,0.833768
p1031,p0766,5,0.832103
p1032,p1246,1,0.669788
p1032,p1572,2,0.658305
p1032,p1214,3,0.654408
p1032,p1036,4,0.642558
p1032,p0989,5,0.628443
p1033,p0607,1,0.776843
p1033,p1042,2,0.743814
p1033,p1440,3,0.740269
p1033,p1622,4,0.732713
p1033,p1434,5,0.731894
p1034,p0606,1,0.763669
p1034,p0774,2,0.731745
p1034,p1090,3,0.721693
p1034,p1589,4,0.717894
p1034,p1425,5,0.710652
p1035,p1656,1,0.892552
p1035,p0663,2,0.881076
p1035,p0605,3,0.875518
p1035,p1555,4,0.873752
p1035,p0948,5,0.871256
p1036,p1599,1,0.700176
p1036,p1032,2,0.642558
p1036,p1512,3,0.620495
p1036,p0207,4,0.620349
p1036,p1193,5,0.620250
p1037,p0971,1,0.788192
p1037,p0978,2,0.784273
p1037,p1017,3,0.778246
p1037,p1014,4,0.765927
p1037,p1024,5,0.759805
p1038,p1601,1,0.811978
p1038,p1639,2,0.782388
p1038,p1589,3,0.766015
p1038,p1062,4,0.764431
p1038,p1708,5,0.763236
p1039,p0767,1,0.815259
p1039,p1407,2,0.798987
p1039,p1584,3,0.796870
p1039,p1121,4,0.796244
p1039,p0038,5,0.788456
p1040,p1437,1,0.851705
p1040,p0045,2,0.830326
p1040,p1504,3,0.829245
p1040,p1425,4,0.824001
p1040,p1547,5,0.822043
p1041,p1163,1,0.815348
p1041,p0769,2,0.812224
p1041,p0516,3,0.803773
p1041,p1548,4,0.799103
p1041,p0767,5,0.797834
p1042,p0607,1,0.863247
p1042,p1028,2,0.854414
p1042,p1659,3,0.850339
p1042,p0948,4,0.841353
p1042,p1274,5,0.839368
p1043,p1230,1,0.998390
p1043,p0888,2,0.997908
p1043,p0961,3,0.997892
p1043,p1509,4,0.997888
p1043,p1085,5,0.997229
p1044,p0889,1,0.997045
p1044,p1398,2,0.981150
p1044,p0960,3,0.916025
p1044,p0095,4,0.830481
p1044,p0051,5,0.821711
p1045,p0850,1,0.855239
p1045,p1235,2,0.833642
p1045,p0846,3,0.825593
p1045,p0848,4,0.825526
p1045,p1430,5,0.811255
p1046,p1239,1,0.867328
p1046,p1688,2,0.839934
p1046,p1695,3,0.822021
p1046,p0077,4,0.821863
p1046,p1693,5,0.820231
p1047,p1235,1,0.765947
p1047,p1048,2,0.763916
p1047,p0835,3,0.763104
p1047,p0839,4,0.759858
p1047,p0998,5,0.747721
p1048,p1238,1,0.824712
p1048,p0998,2,0.817198
p1048,p0836,3,0.800008
p1048,p0960,4,0.798462
p1048,p1689,5,0.797538
p1049,p0621,1,0.799926
p1049,p0917,2,0.798744
p1049,p0617,3,0.787635
p1049,p0009,4,0.781312
p1049,p0746,5,0.755572
p1050,p1498,1,0.825535
p1050,p1515,2,0.808225
p1050,p0617,3,0.789039
p1050,p1570,4,0.766045
p1050,p0957,5,0.759424
p1051,p1052,1,0.821166
p1051,p0946,2,0.809098
p1051,p1149,3,0.806904
p1051,p1210,4,0.802115
p1051,p1151,5,0.797786
p1052,p1051,1,0.821166
p1052,p1128,2,0.783616
p1052,p1129,3,0.761595
p1052,p0946,4,0.760138
p1052,p1415,5,0.755522
p1053,p1196,1,0.798274
p1053,p1191,2,0.773594
p1053,p1526,3,0.767246
p1053,p1192,4,0.751197
p1053,p1514,5,0.736856
p1054,p1518,1,0.715032
p1054,p0519,2,0.712422
p1054,p1001,3,0.695721
p1054,p0868,4,0.695100
p1054,p0867,5,0.694351
p1055,p1173,1,0.780864
p1055,p1260,2,0.780400
p1055,p1079,3,0.779595
p1055,p1254,4,0.758262
p1055,p1249,5,0.754973
p1056,p1507,1,0.986854
p1056,p1190,2,0.871928
p1056,p1502,3,0.798020
p1056,p1498,4,0.797749
p1056,p0618,5,0.776079
p1057,p0989,1,0.715586
p1057,p1058,2,0.700340
p1057,p1437,3,0.692060
p1057,p0931,4,0.684930
p1057,p1113,5,0.683116
p1058,p1437,1,0.772261
p1058,p1591,2,0.762776
p1058,p1040,3,0.735152
p1058,p1547,4,0.729636
p1058,p1660,5,0.719686
p1059,p1085,1,0.995149
p1059,p0961,2,0.993851
p1059,p1509,3,0.993499
p1059,p1043,4,0.992956
p1059,p1702,5,0.992846
p1060,p0621,1,0.851307
p1060,p1061,2,0.846979
p1060,p1508,3,0.833845
p1060,p0005,4,0.825057
p1060,p0957,5,0.815977
p1061,p1508,1,0.968383
p1061,p1060,2,0.846979
p1061,p0621,3,0.827856
p1061,p0620,4,0.827606
p1061,p0958,5,0.822795
p1062,p1433,1,0.812958
p1062,p0057,2,0.806017
p1062,p0942,3,0.766265
p1062,p1429,4,0.765741
p1062,p1567,5,0.764585
p1063,p0955,1,0.875206
p1063,p1035,2,0.855710
p1063,p0948,3,0.853927
p1063,p1501,4,0.851652
p1063,p1166,5,0.848526
p1064,p1280,1,0.806679
p1064,p1415,2,0.800976
p1064,p1274,3,0.798084
p1064,p1374,4,0.791411
p1064,p0955,5,0.791261
p1065,p1265,1,0.739414
p1065,p1284,2,0.727224
p1065,p1285,3,0.724397
p1065,p1286,4,0.721013
p1065,p1545,5,0.720742
p1066,p1659,1,0.773312
p1066,p1042,2,0.743256
p1066,p1382,3,0.739788
p1066,p1274,4,0.737670
p1066,p1339,5,0.732917
p1067,p1066,1,0.703908
p1067,p1417,2,0.694262
p1067,p1262,3,0.659658
p1067,p1289,4,0.656531
p1067,p1051,5,0.648344
p1068,p1431,1,0.827144
p1068,p1277,2,0.790153
p1068,p0519,3,0.781579
p1068,p0957,4,0.769893
p1068,p1556,5,0.769614
p1069,p1431,1,0.745279
p1069,p0957,2,0.719108
p1069,p1369,3,0.715429
p1069,p1068,4,0.707989
p1069,p0817,5,0.698446
p1070,p1178,1,0.868029
p1070,p1369,2,0.854781
p1070,p0620,3,0.853777
p1070,p0637,4,0.853512
p1070,p0013,5,0.851903
p1071,p0925,1,0.839423
p1071,p1254,2,0.823491
p1071,p1335,3,0.822429
p1071,p0618,4,0.817280
p1071,p1555,5,0.815300
p1072,p0638,1,0.783802
p1072,p1151,2,0.779221
p1072,p0745,3,0.754455
p1072,p1190,4,0.753419
